0,-87.92,42.1
1,-88.340378,42.161356
2,-88.09632,42.482377
3,-87.983101,42.087292
4,-88.128347,42.158912
5,-88.232376,42.2199
6,-87.954209,42.286881
7,-88.324378,42.239348
8,-87.846596,42.169819
9,-87.887,42.040471
10,-88.264121,42.103894
11,-88.088296,42.193146
12,-88.008853,42.00271
13,-87.680539,42.048251
14,-88.161615,42.393941
15,-88.220064,42.1981
16,-88.019033,42.282063
17,-88.286917,42.041013
18,-87.75848,42.134576
19,-87.806803,42.073039
20,-88.034772,42.34561
21,-87.797576,42.184594
22,-87.811327,42.202024
23,-88.412617,42.175318
24,-87.946543,42.131412
25,-87.84648,42.279501
26,-87.83828,42.251684
27,-88.057737,42.415297
28,-87.728887,42.004541
29,-88.274748,42.33919
30,-88.214636,42.335068
31,-87.780075,42.035441
32,-87.935556,42.066051
33,-87.800523,42.026567
34,-87.857197,42.32516
35,-87.831427,42.130895
36,-88.035537,42.121654
37,-87.829871,42.01073
38,-87.941719,42.095417
39,-88.019722,42.076114
40,-88.106448,42.357096
41,-88.079937,42.024084
42,-87.757687,42.026238
43,-87.935301,42.198491
44,-87.91457,42.362722
45,-88.14432,42.270988
46,-87.832709,42.361261
47,-87.70882,42.074921
48,-87.733323,42.104454
49,-87.839229,42.452137
